ref_id,source_name,category,source_type,pillar,maturity_level,asset_class,requirement,evidence_quote,evidence_location,source_url,confidence,extraction_model,extraction_date
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,governance,2,all,"Develop a comprehensive strategy for PQC adoption with clear goals, milestones, and timelines to ensure a coordinated transition across public sectors.","This Commission Recommendation encourages Member States to develop a comprehensive strategy for the adoption of Post-Quantum Cryptography... The strategy should define clear goals, milestones, and timelines","Main text, paragraph 1",https://digital-strategy.ec.europa.eu/en/library/recommendation-coordinated-implementation-roadmap-transition-post-quantum-cryptography,medium,qwen3.6:27b,2026-04-30
EU PQC Recommendation,Recommendation on Coordinated Implementation Roadmap for PQC Transition,Technical Standards,Migration Guidance,governance,2,all,Define a joint Post-Quantum Cryptography Implementation Roadmap to synchronize transition efforts among Member States and their public sectors.,...resulting in the definition of a joint Post-Quantum Cryptography Implementation Roadmap. This should lead to the deployment across the Union...,"Main text, paragraph 1",https://digital-strategy.ec.europa.eu/en/library/recommendation-coordinated-implementation-roadmap-transition-post-quantum-cryptography,medium,qwen3.6:27b,2026-04-30
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,governance,2,all,Establish a formal governance structure with defined roles and responsibilities for the PQC migration program.,0.3 Establish Governance Structure ... Organizational prerequisites ... RACI defined,"Phase 0 — Executive Mandate & Business Case, Section 0.3",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,qwen3.6:27b,2026-04-30
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,governance,2,all,"Draft and approve a program charter to define scope, authority, and objectives for the migration effort.",0.4 Draft the Program Charter,"Phase 0 — Executive Mandate & Business Case, Section 0.4",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,qwen3.6:27b,2026-04-30
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,governance,3,libraries,Establish governance processes to ensure the freshness and accuracy of the Cryptographic Bill of Materials (CBOM).,2.4 Establish CBOM Freshness Governance,"Phase 2 — CBOM & Documentation, Section 2.4",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,qwen3.6:27b,2026-04-30
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,inventory,2,all,Conduct a risk-driven scoping assessment to determine which cryptographic assets to inventory first.,1.0 Risk-Driven Scoping — Decide What to Inventory First,"Phase 1 — Discovery & Inventory, Section 1.0",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,qwen3.6:27b,2026-04-30
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,inventory,3,all,Deploy layered cryptographic discovery tools to map the complete cryptographic estate automatically.,1.2 Deploy Cryptographic Discovery — Layered Approach ... 1.3 Map the Cryptographic Estate,"Phase 1 — Discovery & Inventory, Sections 1.2-1.3",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,qwen3.6:27b,2026-04-30
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,inventory,4,all,Establish continuous discovery mechanisms to maintain real-time visibility of the cryptographic estate.,1.6 Establish Continuous Discovery,"Phase 1 — Discovery & Inventory, Section 1.6",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,qwen3.6:27b,2026-04-30
AQ-PQC-Migration-Framework-v1.1-2026,The Applied Quantum PQC Migration Framework (v1.1),Technical Standards,Migration Guidance,lifecycle,3,libraries,Integrate the Cryptographic Bill of Materials (CBOM) into operational processes for automated lifecycle management.,2.3 Integrate CBOM into Operational Processes,"Phase 2 — CBOM & Documentation, Section 2.3",https://pqcframework.com/wp-content/uploads/2026/03/The-Applied-Quantum-PQC-Migration-Framework-Universal-v.1.1-Mar2026.pdf,medium,qwen3.6:27b,2026-04-30
IETF-SD-JWT-Draft,Selective Disclosure for JWTs (SD-JWT) — draft-ietf-oauth-selective-disclosure-jwt,Technical Standards,Migration Guidance,lifecycle,2,keys,Establish processes for the distribution and rotation of issuer signature verification keys to maintain trust and security.,9.8. Distribution and Rotation of Issuer Signature Verification Key,Section 9.8,https://datatracker.ietf.org/doc/draft-ietf-oauth-selective-disclosure-jwt/,medium,qwen3.6:27b,2026-04-30
IETF-SD-JWT-Draft,Selective Disclosure for JWTs (SD-JWT) — draft-ietf-oauth-selective-disclosure-jwt,Technical Standards,Migration Guidance,lifecycle,2,keys,Implement key pair generation and lifecycle management procedures for SD-JWT issuance and key binding.,9.12. Key Pair Generation and Lifecycle Management,Section 9.12,https://datatracker.ietf.org/doc/draft-ietf-oauth-selective-disclosure-jwt/,medium,qwen3.6:27b,2026-04-30
RFC 9019,A Firmware Update Architecture for Internet of Things (SUIT),Technical Standards,Migration Guidance,governance,2,all,"Define roles for Author, Device Operator, and Trust Provisioning Authority to establish ownership of firmware update processes and trust anchor distribution.",The following stakeholders are used in this document: Author... Device Operator... Trust Provisioning Authority (TPA)... The TPA distributes trust anchors and authorization policies to devices,Section 2.2. Stakeholders,https://www.rfc-editor.org/rfc/rfc9019.html,medium,qwen3.6:27b,2026-04-30
RFC 9019,A Firmware Update Architecture for Internet of Things (SUIT),Technical Standards,Migration Guidance,lifecycle,3,software,"Implement automated, unattended firmware update mechanisms to ensure timely patching of vulnerabilities without manual intervention.","Firmware updates for IoT devices are expected to work automatically, i.e., without user involvement. Automatic updates that do not require human intervention are key to a scalable solution",Section 1. Introduction,https://www.rfc-editor.org/rfc/rfc9019.html,medium,qwen3.6:27b,2026-04-30
RFC 9019,A Firmware Update Architecture for Internet of Things (SUIT),Technical Standards,Migration Guidance,assurance,3,software,Enforce authentication and integrity protection for all firmware images using manifests to prevent installation of malicious or untrusted code.,"The firmware image is authenticated and integrity protected. Attempts to flash a maliciously modified firmware image or an image from an unknown, untrusted source must be prevented.",Section 1. Introduction,https://www.rfc-editor.org/rfc/rfc9019.html,high,qwen3.6:27b,2026-04-30
RFC 9019,A Firmware Update Architecture for Internet of Things (SUIT),Technical Standards,Migration Guidance,assurance,3,keys,"Ensure trust anchor stores resist unauthorized modification, insertion, or deletion to maintain the integrity of the cryptographic root of trust.","A trust anchor store must resist modification against unauthorized insertion, deletion, and modification.",Section 2.1. Terms,https://www.rfc-editor.org/rfc/rfc9019.html,high,qwen3.6:27b,2026-04-30
HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,"Cryptographic Inventory: Deriving Value Today, Preparing for Tomorrow",Technical Standards,Migration Guidance,inventory,2,all,"Establish a comprehensive cryptographic inventory to identify assets, assess vulnerabilities, and prioritize risk mitigation efforts for quantum readiness.",Establishing comprehensive visibility of cryptographic assets within an organisation through a cryptographic inventory is essential for managing complexity.,Section 1. Executive Summary,,medium,qwen3.6:27b,2026-04-30
HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,"Cryptographic Inventory: Deriving Value Today, Preparing for Tomorrow",Technical Standards,Migration Guidance,inventory,3,all,"Implement automated cryptographic discovery processes to maintain a dynamic inventory, as manual methods are insufficient for complex estates.","Consequently, creating a cryptographic inventory is challenging, and automation plays a critical role in this process.",Section 1. Executive Summary,,medium,qwen3.6:27b,2026-04-30
HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,"Cryptographic Inventory: Deriving Value Today, Preparing for Tomorrow",Technical Standards,Migration Guidance,governance,2,all,Integrate cryptographic risk management into Enterprise Risk Management (ERM) frameworks to align mitigation with business risk.,Establishing a risk management framework for cryptography to integrate with ERM will be critical to ensure that mitigation efforts are prioritised.,Section 1. Executive Summary,,medium,qwen3.6:27b,2026-04-30
HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,"Cryptographic Inventory: Deriving Value Today, Preparing for Tomorrow",Technical Standards,Migration Guidance,governance,2,all,Define accountability and responsibility for cryptographic assets to ensure proper ownership and management of the cryptographic estate.,Who Is Accountable & Responsible... organisations must recognise that cryptography is now critical infrastructure – infrastructure that must be measured and managed.,Section 10. Who Is Accountable & Responsible / Section 2. Intended Audience,,medium,qwen3.6:27b,2026-04-30
HSBC-InfoSecGlobal-Thales-CryptographicInventory-2025,"Cryptographic Inventory: Deriving Value Today, Preparing for Tomorrow",Technical Standards,Migration Guidance,lifecycle,2,all,Prioritize mitigation actions based on the status of the cryptographic estate to address vulnerabilities posing significant business risks.,Clarity of the status of the cryptographic estate provided by a cryptographic inventory enables the prioritisation of mitigation actions.,Section 1. Executive Summary,,medium,qwen3.6:27b,2026-04-30
IETF RFC 9763,Related Certificates for Giving Expression to Multiple Algorithm Trust,Technical Standards,Migration Guidance,lifecycle,3,certificates,Validate related certificate path and verify signature ownership before issuing new certificate with RelatedCertificate extension.,MUST retrieve the certificate identified in the relatedCertRequest attribute... and validate it... MUST verify the signature field... SHOULD issue the new certificate containing the RelatedCertificate extension,Section 3.2,https://www.rfc-editor.org/rfc/rfc9763,high,qwen3.6:27b,2026-04-30
IETF RFC 9763,Related Certificates for Giving Expression to Multiple Algorithm Trust,Technical Standards,Migration Guidance,lifecycle,3,certificates,Ensure related certificate contains matching key usage and extended key usage OIDs before inclusion in the new certificate.,MUST ensure that the related certificate contains the key usage (KU) bits and extended key usage (EKU) OIDs being asserted in the certificate being issued.,Section 4.1,https://www.rfc-editor.org/rfc/rfc9763,high,qwen3.6:27b,2026-04-30
IETF RFC 9763,Related Certificates for Giving Expression to Multiple Algorithm Trust,Technical Standards,Migration Guidance,lifecycle,3,certificates,Verify freshness of the request time and confirm the related certificate is valid at the time of issuance.,MUST check that the BinaryTime indicated in the requestTime field is sufficiently fresh... SHOULD determine that the related certificate is valid at the time of issuance,"Section 3.2, Section 4.1",https://www.rfc-editor.org/rfc/rfc9763,high,qwen3.6:27b,2026-04-30
IETF RFC 9763,Related Certificates for Giving Expression to Multiple Algorithm Trust,Technical Standards,Migration Guidance,lifecycle,3,certificates,Restrict RelatedCertificate extension to end-entity certificates only; do not include in intermediate or root certificates.,"For certificate chains, this extension MUST only be included in the end-entity certificate.",Section 4.1,https://www.rfc-editor.org/rfc/rfc9763,high,qwen3.6:27b,2026-04-30
IETF RFC 9763,Related Certificates for Giving Expression to Multiple Algorithm Trust,Technical Standards,Migration Guidance,lifecycle,3,certificates,Do not mark the RelatedCertificate extension as critical to preserve interoperability during hybrid authentication transitions.,This extension SHOULD NOT be marked critical. Marking this extension critical would severely impact interoperability.,Section 4.1,https://www.rfc-editor.org/rfc/rfc9763,medium,qwen3.6:27b,2026-04-30
IETF RFC 9763,Related Certificates for Giving Expression to Multiple Algorithm Trust,Technical Standards,Migration Guidance,governance,2,certificates,Define local policy for determining sufficient freshness of the request time in related certificate requests.,Note that sufficient freshness is defined by local policy and is out of the scope of this document.,Section 3.2,https://www.rfc-editor.org/rfc/rfc9763,medium,qwen3.6:27b,2026-04-30
IETF RFC 9763,Related Certificates for Giving Expression to Multiple Algorithm Trust,Technical Standards,Migration Guidance,governance,2,certificates,"Establish local policy regarding the suitability of related certificates, such as remaining validity period, before issuance.","The CA may also apply local policy regarding the suitability of the related certificate, such as validity period remaining.",Section 3.2,https://www.rfc-editor.org/rfc/rfc9763,medium,qwen3.6:27b,2026-04-30
draft-ietf-cose-dilithium,ML-DSA for JOSE and COSE,Technical Standards,Migration Guidance,assurance,3,keys,"Validate all algorithm-related key parameters before use, including verifying the 32-byte seed length for ML-DSA private keys.","When an AKP algorithm requires or encourages that a key be validated before being used, all algorithm-related key parameters MUST be validated. ... the seed length check MUST be performed.",Section 7.3,https://www.ietf.org/archive/id/draft-ietf-cose-dilithium-11.html,high,qwen3.6:27b,2026-04-30
draft-ietf-cose-dilithium,ML-DSA for JOSE and COSE,Technical Standards,Migration Guidance,assurance,3,keys,"Treat ML-DSA seeds with the same safeguards as private keys, as they can be used to compute the private key.","as the seed can be used to compute the private key, it is sensitive data and shall be treated with the same safeguards as a private key",Section 7.3,https://www.ietf.org/archive/id/draft-ietf-cose-dilithium-11.html,high,qwen3.6:27b,2026-04-30
